Payment_ID,Order_ID,Payment_Method,Payment_Status
PAY02271,O08408,Cash,Paid
PAY02272,O29672,Transfer,Pending
PAY02273,O24177,Transfer,Failed
PAY02274,O12230,Cash,Pending
PAY02275,O07894,Card,Pending
PAY02276,O05080,Cash,Pending
PAY02277,O21660,Card,Paid
PAY02278,O23082,Cash,Paid
PAY02279,O27003,Card,Pending
PAY02280,O06542,Card,Paid
PAY02281,O29352,Transfer,Paid
PAY02282,O14914,Transfer,Failed
PAY02283,O26724,Transfer,Failed
PAY02284,O04133,Card,Paid
PAY02285,O03109,Card,Failed
PAY02286,O24525,Cash,Pending
PAY02287,O25304,Cash,Pending
PAY02288,O23530,Transfer,Pending
PAY02289,O08985,Card,Pending
PAY02290,O23371,Cash,Paid
PAY02291,O03417,Card,Failed
PAY02292,O08227,Card,Paid
PAY02293,O08365,Transfer,Paid
PAY02294,O15693,Card,Pending
PAY02295,O06645,Card,Pending
PAY02296,O15737,Cash,Failed
PAY02297,O00066,Transfer,Paid
PAY02298,O15007,Cash,Paid
PAY02299,O03210,Card,Paid
PAY02300,O23788,Card,Paid
PAY02301,O02171,Transfer,Failed
PAY02302,O04714,Card,Failed
PAY02303,O17800,Transfer,Paid
PAY02304,O11542,Card,Paid
PAY02305,O22281,Cash,Paid
PAY02306,O06119,Cash,Pending
PAY02307,O08318,Card,Pending
PAY02308,O02986,Cash,Pending
PAY02309,O27924,Cash,Paid
PAY02310,O06634,Cash,Paid
PAY02311,O21553,Transfer,Pending
PAY02312,O04314,Card,Pending
PAY02313,O06020,Transfer,Pending
PAY02314,O02150,Card,Pending
PAY02315,O24097,Cash,Failed
PAY02316,O02001,Card,Failed
PAY02317,O26881,Transfer,Failed
PAY02318,O01705,Cash,Failed
PAY02319,O02146,Card,Paid
PAY02320,O22246,Transfer,Paid
PAY02321,O07899,Card,Paid
PAY02322,O28547,Cash,Failed
PAY02323,O04250,Transfer,Failed
PAY02324,O22259,Transfer,Pending
PAY02325,O18640,Transfer,Paid
PAY02326,O29024,Card,Failed
PAY02327,O03973,Transfer,Paid
PAY02328,O06351,Cash,Failed
PAY02329,O20011,Card,Pending
PAY02330,O24352,Card,Pending
PAY02331,O11522,Card,Failed
PAY02332,O20580,Cash,Failed
PAY02333,O16656,Cash,Paid
PAY02334,O21762,Card,Pending
PAY02335,O04211,Transfer,Paid
PAY02336,O13821,Card,Pending
PAY02337,O14723,Card,Failed
PAY02338,O20249,Cash,Failed
PAY02339,O20071,Cash,Failed
PAY02340,O07197,Transfer,Failed
PAY02341,O14581,Card,Failed
PAY02342,O15423,Cash,Paid
PAY02343,O14805,Cash,Failed
PAY02344,O28014,Transfer,Paid
PAY02345,O27197,Card,Failed
PAY02346,O18201,Transfer,Paid
PAY02347,O13747,Transfer,Paid
PAY02348,O11673,Cash,Failed
PAY02349,O07053,Transfer,Pending
PAY02350,O21665,Transfer,Failed
PAY02351,O18966,Transfer,Failed
PAY02352,O13598,Card,Pending
PAY02353,O25212,Cash,Paid
PAY02354,O10844,Card,Pending
PAY02355,O13029,Cash,Paid
PAY02356,O06947,Cash,Pending
PAY02357,O09174,Cash,Failed
PAY02358,O13890,Card,Failed
PAY02359,O19594,Transfer,Paid
PAY02360,O22514,Card,Failed
PAY02361,O15762,Cash,Pending
PAY02362,O06409,Transfer,Paid
PAY02363,O15034,Card,Failed
PAY02364,O25046,Card,Failed
PAY02365,O09552,Transfer,Pending
PAY02366,O08619,Card,Pending
PAY02367,O27474,Transfer,Failed
PAY02368,O21418,Cash,Pending
PAY02369,O18803,Cash,Pending
PAY02370,O19992,Transfer,Failed
PAY02371,O20452,Cash,Paid
PAY02372,O27747,Transfer,Paid
PAY02373,O21511,Card,Pending
PAY02374,O26783,Cash,Paid
PAY02375,O29943,Card,Failed
PAY02376,O25674,Transfer,Paid
PAY02377,O15084,Cash,Pending
PAY02378,O29465,Cash,Pending
PAY02379,O20723,Transfer,Pending
PAY02380,O15491,Transfer,Paid
PAY02381,O01549,Cash,Paid
PAY02382,O17885,Cash,Paid
PAY02383,O21863,Cash,Paid
PAY02384,O21184,Cash,Paid
PAY02385,O10155,Cash,Paid
PAY02386,O00368,Card,Failed
PAY02387,O12658,Cash,Failed
PAY02388,O00104,Transfer,Pending
PAY02389,O26710,Card,Pending
PAY02390,O02640,Cash,Pending
PAY02391,O25198,Transfer,Paid
PAY02392,O15238,Transfer,Failed
PAY02393,O13328,Cash,Pending
PAY02394,O13457,Cash,Failed
PAY02395,O25040,Cash,Pending
PAY02396,O04535,Cash,Paid
PAY02397,O12247,Cash,Pending
PAY02398,O27712,Cash,Paid
PAY02399,O08669,Cash,Failed
PAY02400,O01615,Card,Failed
PAY02401,O25386,Transfer,Pending
PAY02402,O28217,Transfer,Failed
PAY02403,O28142,Transfer,Paid
PAY02404,O08629,Cash,Pending
PAY02405,O20067,Cash,Paid
PAY02406,O24118,Cash,Pending
PAY02407,O00425,Transfer,Pending
PAY02408,O11916,Cash,Failed
PAY02409,O08403,Transfer,Paid
PAY02410,O15493,Cash,Pending
PAY02411,O00294,Cash,Paid
PAY02412,O12940,Cash,Failed
PAY02413,O16975,Card,Failed
PAY02414,O02082,Cash,Pending
PAY02415,O13242,Card,Failed
PAY02416,O05022,Cash,Failed
PAY02417,O24421,Card,Failed
PAY02418,O17158,Cash,Pending
PAY02419,O20988,Transfer,Pending
PAY02420,O13460,Transfer,Failed
PAY02421,O20827,Card,Paid
PAY02422,O15342,Cash,Pending
PAY02423,O10047,Transfer,Paid
PAY02424,O11791,Transfer,Paid
PAY02425,O20482,Card,Failed
PAY02426,O25029,Transfer,Pending
PAY02427,O09524,Cash,Paid
PAY02428,O21914,Cash,Pending
PAY02429,O07751,Cash,Failed
PAY02430,O19251,Card,Pending
PAY02431,O20377,Transfer,Paid
PAY02432,O23946,Cash,Paid
PAY02433,O17314,Transfer,Pending
PAY02434,O29068,Card,Pending
PAY02435,O26320,Transfer,Failed
PAY02436,O07023,Cash,Failed
PAY02437,O04068,Transfer,Failed
PAY02438,O24027,Card,Paid
PAY02439,O06280,Card,Paid
PAY02440,O07219,Cash,Pending
PAY02441,O09457,Cash,Pending
PAY02442,O27005,Card,Paid
PAY02443,O24362,Card,Paid
PAY02444,O29035,Card,Pending
PAY02445,O12171,Transfer,Paid
PAY02446,O12461,Card,Pending
PAY02447,O12706,Cash,Failed
PAY02448,O26773,Cash,Paid
PAY02449,O26471,Cash,Paid
PAY02450,O22842,Cash,Pending
PAY02451,O09089,Card,Paid
PAY02452,O22438,Card,Failed
PAY02453,O14996,Transfer,Paid
PAY02454,O20780,Card,Pending
PAY02455,O23537,Cash,Failed
PAY02456,O14860,Transfer,Pending
PAY02457,O15762,Cash,Pending
PAY02458,O17015,Cash,Pending
PAY02459,O15650,Card,Failed
PAY02460,O06150,Card,Failed
PAY02461,O02892,Card,Pending
PAY02462,O20642,Cash,Failed
PAY02463,O09776,Cash,Failed
PAY02464,O01401,Card,Paid
PAY02465,O08414,Transfer,Paid
PAY02466,O24486,Transfer,Failed
PAY02467,O03641,Transfer,Paid
PAY02468,O01353,Cash,Pending
PAY02469,O29518,Card,Pending
PAY02470,O22100,Cash,Pending
PAY02471,O20562,Cash,Failed
PAY02472,O09969,Cash,Pending
PAY02473,O13881,Transfer,Failed
PAY02474,O18122,Card,Failed
PAY02475,O29756,Card,Paid
PAY02476,O06110,Card,Pending
PAY02477,O01952,Card,Pending
PAY02478,O26269,Transfer,Failed
PAY02479,O05179,Card,Paid
PAY02480,O18083,Card,Failed
PAY02481,O16773,Cash,Pending
PAY02482,O17980,Cash,Pending
PAY02483,O17310,Transfer,Pending
PAY02484,O29637,Card,Pending
PAY02485,O25601,Cash,Pending
PAY02486,O12627,Transfer,Failed
PAY02487,O01802,Transfer,Pending
PAY02488,O15342,Transfer,Paid
PAY02489,O26135,Cash,Paid
PAY02490,O17682,Cash,Paid
PAY02491,O03759,Transfer,Pending
PAY02492,O16524,Card,Paid
PAY02493,O29123,Card,Failed
PAY02494,O20876,Card,Paid
PAY02495,O19052,Transfer,Pending
PAY02496,O12485,Card,Failed
PAY02497,O18261,Card,Paid
PAY02498,O01621,Card,Paid
PAY02499,O05868,Card,Paid
PAY02500,O15699,Transfer,Paid
PAY02501,O25366,Transfer,Paid
PAY02502,O14201,Cash,Paid
PAY02503,O02315,Cash,Paid
PAY02504,O02697,Card,Paid
PAY02505,O22674,Cash,Paid
PAY02506,O27968,Transfer,Paid
PAY02507,O14854,Transfer,Failed
PAY02508,O17126,Card,Failed
PAY02509,O00695,Transfer,Paid
PAY02510,O05054,Card,Paid
PAY02511,O21739,Cash,Paid
PAY02512,O23345,Card,Pending
PAY02513,O16324,Cash,Failed
PAY02514,O27701,Card,Paid
PAY02515,O18165,Cash,Pending
PAY02516,O18287,Cash,Paid
PAY02517,O02573,Cash,Paid
PAY02518,O00640,Card,Paid
PAY02519,O14425,Card,Paid
PAY02520,O24394,Card,Pending
PAY02521,O27869,Card,Failed
PAY02522,O29637,Cash,Paid
PAY02523,O25029,Cash,Pending
PAY02524,O10458,Transfer,Paid
PAY02525,O08862,Transfer,Failed
PAY02526,O28224,Transfer,Pending
PAY02527,O26874,Cash,Paid
PAY02528,O16126,Card,Pending
PAY02529,O16075,Transfer,Pending
PAY02530,O01316,Transfer,Pending
PAY02531,O00679,Transfer,Failed
PAY02532,O18385,Card,Pending
PAY02533,O14144,Cash,Failed
PAY02534,O13982,Card,Paid
PAY02535,O05995,Card,Pending
PAY02536,O09480,Cash,Paid
PAY02537,O10758,Cash,Failed
PAY02538,O02291,Card,Pending
PAY02539,O04590,Transfer,Pending
PAY02540,O29018,Card,Paid
PAY02541,O02733,Cash,Paid
PAY02542,O11593,Card,Paid
PAY02543,O16482,Cash,Failed
PAY02544,O09415,Cash,Pending
PAY02545,O01170,Cash,Pending
PAY02546,O14921,Card,Paid
PAY02547,O23545,Card,Paid
PAY02548,O11589,Card,Failed
PAY02549,O06395,Cash,Pending
PAY02550,O28091,Transfer,Paid
PAY02551,O23697,Cash,Pending
PAY02552,O14958,Transfer,Paid
PAY02553,O27199,Cash,Paid
PAY02554,O11365,Cash,Failed
PAY02555,O15297,Cash,Failed
PAY02556,O05728,Transfer,Pending
PAY02557,O11997,Cash,Paid
PAY02558,O27568,Transfer,Paid
PAY02559,O09523,Card,Pending
PAY02560,O02239,Cash,Failed
PAY02561,O24304,Transfer,Failed
PAY02562,O10244,Cash,Paid
PAY02563,O24320,Cash,Pending
PAY02564,O28935,Transfer,Paid
PAY02565,O29262,Cash,Failed
PAY02566,O10638,Cash,Paid
PAY02567,O17181,Card,Paid
PAY02568,O11406,Cash,Pending
PAY02569,O13673,Transfer,Pending
PAY02570,O26933,Transfer,Pending
PAY02571,O06564,Transfer,Paid
PAY02572,O10498,Card,Pending
PAY02573,O10832,Transfer,Paid
PAY02574,O17729,Cash,Paid
PAY02575,O29086,Transfer,Failed
PAY02576,O03906,Transfer,Failed
PAY02577,O06799,Cash,Pending
PAY02578,O04340,Cash,Failed
PAY02579,O12247,Transfer,Paid
PAY02580,O08912,Card,Failed
PAY02581,O16590,Cash,Pending
PAY02582,O16362,Card,Paid
PAY02583,O10114,Transfer,Paid
PAY02584,O19993,Cash,Pending
PAY02585,O18234,Card,Paid
PAY02586,O29433,Cash,Failed
PAY02587,O09868,Transfer,Paid
PAY02588,O15171,Cash,Failed
PAY02589,O18644,Cash,Pending
PAY02590,O20790,Transfer,Failed
PAY02591,O27928,Transfer,Paid
PAY02592,O11083,Transfer,Failed
PAY02593,O03613,Card,Pending
PAY02594,O09967,Transfer,Pending
PAY02595,O09800,Card,Paid
PAY02596,O26608,Card,Pending
PAY02597,O16827,Transfer,Paid
PAY02598,O14420,Card,Failed
PAY02599,O26445,Transfer,Failed
PAY02600,O09535,Transfer,Pending
PAY02601,O09262,Transfer,Paid
PAY02602,O04171,Card,Failed
PAY02603,O17170,Card,Pending
PAY02604,O21429,Card,Pending
PAY02605,O19117,Cash,Pending
PAY02606,O10103,Transfer,Pending
PAY02607,O10709,Card,Pending
PAY02608,O08861,Transfer,Failed
PAY02609,O22235,Transfer,Paid
PAY02610,O21494,Card,Failed
PAY02611,O19895,Transfer,Failed
PAY02612,O22479,Card,Failed
PAY02613,O26123,Transfer,Pending
PAY02614,O00170,Transfer,Paid
PAY02615,O13209,Cash,Pending
PAY02616,O19933,Card,Failed
PAY02617,O24083,Cash,Paid
PAY02618,O20332,Card,Paid
PAY02619,O27911,Transfer,Pending
PAY02620,O26129,Card,Paid
PAY02621,O12009,Transfer,Pending
PAY02622,O18115,Transfer,Paid
PAY02623,O28783,Card,Paid
PAY02624,O04862,Transfer,Pending
PAY02625,O17858,Cash,Failed
PAY02626,O28165,Card,Failed
PAY02627,O12402,Card,Failed
PAY02628,O02620,Transfer,Pending
PAY02629,O21557,Cash,Pending
PAY02630,O21814,Cash,Pending
PAY02631,O22983,Cash,Paid
PAY02632,O13385,Card,Pending
PAY02633,O12119,Card,Paid
PAY02634,O07655,Card,Pending
PAY02635,O07156,Card,Paid
PAY02636,O13752,Transfer,Paid
PAY02637,O03271,Card,Failed
PAY02638,O15554,Transfer,Pending
PAY02639,O08916,Card,Failed
PAY02640,O03306,Cash,Failed
PAY02641,O21927,Cash,Pending
PAY02642,O10774,Card,Paid
PAY02643,O20156,Cash,Paid
PAY02644,O03306,Transfer,Paid
PAY02645,O09321,Transfer,Pending
PAY02646,O12540,Cash,Failed
PAY02647,O10053,Transfer,Failed
PAY02648,O03462,Card,Paid
PAY02649,O21103,Transfer,Failed
PAY02650,O00111,Card,Pending
PAY02651,O01122,Card,Failed
PAY02652,O14790,Card,Failed
PAY02653,O09939,Cash,Paid
PAY02654,O11469,Transfer,Failed
PAY02655,O22747,Card,Paid
PAY02656,O07468,Transfer,Paid
PAY02657,O08507,Cash,Pending
PAY02658,O00937,Transfer,Failed
PAY02659,O05403,Card,Paid
PAY02660,O00053,Card,Pending
PAY02661,O26431,Card,Pending
PAY02662,O10984,Cash,Pending
PAY02663,O25108,Cash,Pending
PAY02664,O06508,Cash,Failed
PAY02665,O28281,Cash,Pending
PAY02666,O04682,Cash,Paid
PAY02667,O15707,Cash,Pending
PAY02668,O10495,Transfer,Pending
PAY02669,O10492,Card,Failed
PAY02670,O02714,Transfer,Failed
PAY02671,O00685,Transfer,Paid
PAY02672,O21821,Transfer,Failed
PAY02673,O21249,Transfer,Pending
PAY02674,O13246,Cash,Pending
PAY02675,O18187,Cash,Failed
PAY02676,O10685,Card,Paid
PAY02677,O26484,Transfer,Failed
PAY02678,O11191,Card,Failed
PAY02679,O19061,Cash,Failed
PAY02680,O22250,Transfer,Failed
PAY02681,O15647,Cash,Paid
PAY02682,O03286,Card,Pending
PAY02683,O03325,Card,Pending
PAY02684,O12703,Cash,Pending
PAY02685,O06668,Transfer,Failed
PAY02686,O01469,Transfer,Failed
PAY02687,O11246,Cash,Paid
PAY02688,O19711,Card,Failed
PAY02689,O00340,Transfer,Pending
PAY02690,O28314,Card,Pending
PAY02691,O20303,Cash,Failed
PAY02692,O10586,Cash,Pending
PAY02693,O06850,Card,Failed
PAY02694,O02450,Card,Pending
PAY02695,O17289,Cash,Failed
PAY02696,O18655,Cash,Paid
PAY02697,O14171,Transfer,Paid
PAY02698,O17371,Cash,Paid
PAY02699,O12605,Cash,Failed
PAY02700,O17028,Cash,Failed
PAY02701,O20732,Cash,Failed
PAY02702,O24868,Cash,Failed
PAY02703,O11243,Card,Pending
PAY02704,O01756,Card,Pending
PAY02705,O21151,Cash,Failed
PAY02706,O17744,Transfer,Paid
PAY02707,O04814,Card,Pending
PAY02708,O09274,Transfer,Failed
PAY02709,O26862,Cash,Failed
PAY02710,O17985,Cash,Failed
PAY02711,O09356,Card,Failed
PAY02712,O05826,Cash,Failed
PAY02713,O10269,Card,Failed
PAY02714,O09505,Cash,Paid
PAY02715,O22698,Card,Paid
PAY02716,O27362,Transfer,Paid
PAY02717,O05297,Transfer,Paid
PAY02718,O07334,Cash,Pending
PAY02719,O18044,Transfer,Pending
PAY02720,O16404,Transfer,Paid
PAY02721,O08235,Card,Paid
PAY02722,O18429,Cash,Paid
PAY02723,O01019,Transfer,Paid
PAY02724,O24437,Cash,Pending
PAY02725,O02226,Cash,Paid
PAY02726,O26140,Card,Paid
PAY02727,O00765,Card,Paid
PAY02728,O08118,Cash,Paid
PAY02729,O14418,Cash,Paid
PAY02730,O28357,Transfer,Paid
PAY02731,O14559,Card,Failed
PAY02732,O13313,Card,Pending
PAY02733,O07241,Cash,Paid
PAY02734,O18733,Card,Pending
PAY02735,O28338,Cash,Failed
PAY02736,O18798,Transfer,Pending
PAY02737,O04642,Transfer,Failed
PAY02738,O24660,Transfer,Pending
PAY02739,O01337,Transfer,Pending
PAY02740,O26502,Cash,Failed
PAY02741,O05595,Cash,Paid
PAY02742,O15401,Transfer,Paid
PAY02743,O03223,Card,Pending
PAY02744,O06785,Card,Pending
PAY02745,O06652,Card,Paid
PAY02746,O04174,Transfer,Paid
PAY02747,O19697,Transfer,Paid
PAY02748,O04696,Card,Paid
PAY02749,O08408,Cash,Paid
PAY02750,O26475,Card,Failed
PAY02751,O05781,Card,Pending
PAY02752,O15711,Cash,Pending
PAY02753,O07199,Transfer,Paid
PAY02754,O08998,Cash,Failed
PAY02755,O18139,Transfer,Paid
PAY02756,O15264,Cash,Pending
PAY02757,O15286,Transfer,Paid
PAY02758,O04302,Transfer,Pending
PAY02759,O18869,Cash,Pending
PAY02760,O27216,Cash,Failed
PAY02761,O02636,Cash,Paid
PAY02762,O04105,Card,Pending
PAY02763,O26547,Cash,Pending
PAY02764,O27230,Card,Failed
PAY02765,O19357,Card,Pending
PAY02766,O15154,Transfer,Paid
PAY02767,O22520,Card,Pending
PAY02768,O20417,Transfer,Paid
PAY02769,O15458,Cash,Paid
PAY02770,O04709,Card,Failed
PAY02771,O02226,Cash,Failed
PAY02772,O20764,Cash,Paid
PAY02773,O28009,Cash,Paid
PAY02774,O09864,Card,Paid
PAY02775,O02039,Transfer,Paid
PAY02776,O05545,Transfer,Pending
PAY02777,O04819,Card,Pending
PAY02778,O00727,Transfer,Paid
PAY02779,O04462,Cash,Pending
PAY02780,O19465,Transfer,Pending
PAY02781,O23697,Transfer,Paid
PAY02782,O26932,Transfer,Failed
PAY02783,O12254,Cash,Failed
PAY02784,O07264,Card,Pending
PAY02785,O21487,Card,Paid
PAY02786,O03841,Cash,Paid
PAY02787,O10536,Card,Pending
PAY02788,O24225,Transfer,Failed
PAY02789,O28537,Cash,Pending
PAY02790,O23012,Cash,Paid
PAY02791,O09529,Cash,Pending
PAY02792,O22983,Card,Paid
PAY02793,O17412,Cash,Pending
PAY02794,O26683,Cash,Paid
PAY02795,O01476,Transfer,Paid
PAY02796,O20470,Transfer,Failed
PAY02797,O27712,Transfer,Failed
PAY02798,O07414,Cash,Pending
PAY02799,O22939,Cash,Paid
PAY02800,O00807,Transfer,Pending
PAY02801,O23062,Transfer,Pending
PAY02802,O25793,Cash,Failed
PAY02803,O06053,Cash,Failed
PAY02804,O17314,Cash,Pending
PAY02805,O03505,Transfer,Paid
PAY02806,O00909,Transfer,Failed
PAY02807,O26424,Transfer,Pending
PAY02808,O08389,Cash,Pending
PAY02809,O18468,Transfer,Paid
PAY02810,O16303,Transfer,Failed
PAY02811,O12412,Cash,Pending
PAY02812,O04320,Card,Pending
PAY02813,O13295,Card,Paid
PAY02814,O07476,Cash,Paid
PAY02815,O08369,Transfer,Paid
PAY02816,O28938,Card,Paid
PAY02817,O22461,Cash,Pending
PAY02818,O10491,Cash,Pending
PAY02819,O02366,Cash,Failed
PAY02820,O01680,Transfer,Paid
PAY02821,O27863,Transfer,Failed
PAY02822,O27114,Transfer,Paid
PAY02823,O10461,Card,Paid
PAY02824,O18474,Card,Pending
PAY02825,O02092,Transfer,Paid
PAY02826,O18018,Card,Failed
PAY02827,O16020,Cash,Pending
PAY02828,O21120,Cash,Pending
PAY02829,O26055,Card,Failed
PAY02830,O21524,Transfer,Pending
PAY02831,O12483,Transfer,Pending
PAY02832,O17458,Card,Failed
PAY02833,O08973,Transfer,Pending
PAY02834,O18490,Cash,Pending
PAY02835,O20064,Transfer,Paid
PAY02836,O23758,Card,Pending
PAY02837,O11017,Card,Failed
PAY02838,O07655,Cash,Pending
PAY02839,O07558,Cash,Paid
PAY02840,O04391,Card,Paid
PAY02841,O05311,Card,Failed
PAY02842,O20158,Transfer,Pending
PAY02843,O08400,Transfer,Paid
PAY02844,O15762,Transfer,Failed
PAY02845,O29341,Card,Failed
PAY02846,O12873,Transfer,Paid
PAY02847,O05077,Transfer,Pending
PAY02848,O24694,Transfer,Paid
PAY02849,O01085,Cash,Pending
PAY02850,O17192,Card,Pending
PAY02851,O19560,Cash,Pending
PAY02852,O17644,Card,Failed
PAY02853,O09236,Card,Failed
PAY02854,O21162,Transfer,Failed
PAY02855,O05463,Card,Pending
PAY02856,O19347,Card,Pending
PAY02857,O13531,Cash,Paid
PAY02858,O02390,Card,Pending
PAY02859,O01861,Card,Paid
PAY02860,O08975,Card,Paid
PAY02861,O14822,Card,Pending
PAY02862,O01205,Card,Paid
PAY02863,O14929,Transfer,Paid
PAY02864,O19097,Cash,Paid
PAY02865,O18939,Transfer,Paid
PAY02866,O27230,Cash,Failed
PAY02867,O14847,Cash,Paid
PAY02868,O07279,Cash,Pending
PAY02869,O24271,Cash,Paid
PAY02870,O15699,Cash,Failed
PAY02871,O21427,Cash,Pending
PAY02872,O23379,Card,Paid
PAY02873,O09092,Transfer,Paid
PAY02874,O17999,Cash,Pending
PAY02875,O22278,Transfer,Failed
PAY02876,O24959,Cash,Paid
PAY02877,O18531,Cash,Paid
PAY02878,O18764,Card,Pending
PAY02879,O15500,Transfer,Paid
PAY02880,O18531,Card,Failed
PAY02881,O02583,Card,Failed
PAY02882,O18101,Cash,Paid
PAY02883,O13187,Card,Paid
PAY02884,O03086,Card,Paid
PAY02885,O00324,Cash,Pending
PAY02886,O11946,Cash,Paid
PAY02887,O00207,Card,Pending
PAY02888,O21541,Transfer,Failed
PAY02889,O27079,Transfer,Paid
PAY02890,O03074,Cash,Failed
PAY02891,O17364,Card,Paid
PAY02892,O03094,Transfer,Pending
PAY02893,O24853,Transfer,Pending
PAY02894,O19819,Cash,Pending
PAY02895,O00923,Cash,Pending
PAY02896,O05782,Cash,Paid
PAY02897,O21009,Cash,Failed
PAY02898,O17549,Card,Paid
PAY02899,O22842,Transfer,Failed
PAY02900,O01844,Card,Paid
PAY02901,O20581,Card,Pending
PAY02902,O00067,Card,Pending
PAY02903,O13901,Card,Failed
PAY02904,O26263,Card,Pending
PAY02905,O11834,Card,Paid
PAY02906,O11639,Cash,Paid
PAY02907,O05730,Transfer,Failed
PAY02908,O01609,Transfer,Failed
PAY02909,O21827,Transfer,Pending
PAY02910,O20229,Cash,Paid
PAY02911,O13756,Transfer,Failed
PAY02912,O27889,Transfer,Paid
PAY02913,O00025,Cash,Paid
PAY02914,O25305,Cash,Failed
PAY02915,O27968,Cash,Pending
PAY02916,O13922,Transfer,Paid
PAY02917,O20555,Transfer,Pending
PAY02918,O04089,Cash,Failed
PAY02919,O28390,Card,Paid
PAY02920,O14332,Card,Failed
PAY02921,O22788,Card,Failed
PAY02922,O04350,Transfer,Pending
PAY02923,O18418,Transfer,Paid
PAY02924,O07185,Cash,Paid
PAY02925,O15102,Transfer,Pending
PAY02926,O14604,Cash,Paid
PAY02927,O10514,Cash,Failed
PAY02928,O00187,Card,Failed
PAY02929,O29968,Transfer,Pending
PAY02930,O26693,Cash,Paid
PAY02931,O23471,Cash,Pending
PAY02932,O08391,Cash,Failed
PAY02933,O14802,Cash,Failed
PAY02934,O29784,Card,Pending
PAY02935,O18894,Card,Paid
PAY02936,O03274,Card,Pending
PAY02937,O17736,Card,Pending
PAY02938,O22252,Card,Pending
PAY02939,O18312,Transfer,Paid
PAY02940,O23399,Cash,Paid
PAY02941,O12605,Cash,Pending
PAY02942,O10199,Transfer,Failed
PAY02943,O24696,Transfer,Paid
PAY02944,O29516,Cash,Failed
PAY02945,O07259,Transfer,Paid
PAY02946,O20584,Transfer,Pending
PAY02947,O06281,Cash,Failed
PAY02948,O10768,Transfer,Pending
PAY02949,O26696,Transfer,Pending
PAY02950,O19529,Cash,Failed
PAY02951,O29992,Transfer,Pending
PAY02952,O06715,Card,Pending
PAY02953,O06172,Card,Pending
PAY02954,O09863,Transfer,Failed
PAY02955,O25858,Cash,Failed
PAY02956,O21453,Cash,Pending
PAY02957,O23933,Cash,Paid
PAY02958,O14220,Card,Paid
PAY02959,O21718,Transfer,Paid
PAY02960,O01865,Transfer,Paid
PAY02961,O15386,Transfer,Pending
PAY02962,O15162,Cash,Failed
PAY02963,O00019,Transfer,Pending
PAY02964,O15612,Card,Failed
PAY02965,O02367,Transfer,Paid
PAY02966,O27739,Cash,Failed
PAY02967,O06125,Cash,Failed
PAY02968,O25380,Cash,Pending
PAY02969,O09691,Cash,Paid
PAY02970,O20339,Card,Failed
PAY02971,O13029,Cash,Paid
PAY02972,O13994,Transfer,Failed
PAY02973,O12269,Card,Pending
PAY02974,O24493,Transfer,Pending
PAY02975,O05123,Transfer,Paid
PAY02976,O25683,Card,Failed
PAY02977,O14084,Card,Pending
PAY02978,O01451,Cash,Paid
PAY02979,O19801,Cash,Paid
PAY02980,O13217,Transfer,Failed
PAY02981,O16888,Cash,Pending
PAY02982,O25927,Card,Failed
PAY02983,O07715,Cash,Pending
PAY02984,O00774,Transfer,Failed
PAY02985,O14878,Cash,Pending
PAY02986,O28718,Transfer,Failed
PAY02987,O10309,Cash,Pending
PAY02988,O11093,Card,Failed
PAY02989,O07365,Transfer,Failed
PAY02990,O07623,Card,Failed
PAY02991,O03125,Transfer,Paid
PAY02992,O25649,Cash,Failed
PAY02993,O03005,Cash,Pending
PAY02994,O24928,Cash,Pending
PAY02995,O00657,Cash,Pending
PAY02996,O22038,Cash,Paid
PAY02997,O24611,Transfer,Pending
PAY02998,O20365,Cash,Failed
PAY02999,O09650,Cash,Pending
PAY03000,O10783,Cash,Paid
PAY03001,O13874,Transfer,Pending
PAY03002,O12076,Cash,Failed
PAY03003,O25432,Transfer,Pending
PAY03004,O06014,Transfer,Paid
PAY03005,O17107,Cash,Failed
PAY03006,O22807,Cash,Paid
PAY03007,O11441,Transfer,Paid
PAY03008,O03454,Transfer,Failed
PAY03009,O03279,Card,Pending
PAY03010,O06859,Cash,Paid
PAY03011,O29258,Cash,Paid
PAY03012,O24993,Cash,Pending
PAY03013,O12709,Transfer,Pending
PAY03014,O11898,Cash,Paid
PAY03015,O03157,Cash,Paid
PAY03016,O22457,Card,Pending
PAY03017,O16373,Cash,Pending
PAY03018,O09923,Transfer,Failed
PAY03019,O11791,Cash,Paid
PAY03020,O14720,Card,Paid
PAY03021,O21858,Cash,Failed
PAY03022,O21258,Card,Failed
PAY03023,O01823,Cash,Failed
PAY03024,O13923,Transfer,Paid
PAY03025,O06167,Cash,Paid
PAY03026,O21964,Card,Failed
PAY03027,O04808,Cash,Failed
PAY03028,O01088,Transfer,Pending
PAY03029,O14727,Card,Failed
PAY03030,O15502,Transfer,Pending
PAY03031,O06393,Cash,Paid
PAY03032,O19836,Card,Paid
PAY03033,O18952,Transfer,Pending
PAY03034,O28040,Cash,Failed
PAY03035,O02192,Card,Pending
PAY03036,O10916,Transfer,Failed
PAY03037,O13785,Transfer,Pending
PAY03038,O18116,Card,Pending
PAY03039,O11304,Cash,Paid
PAY03040,O03722,Transfer,Pending
PAY03041,O02028,Transfer,Pending
PAY03042,O01031,Cash,Pending
PAY03043,O02995,Cash,Failed
PAY03044,O06914,Cash,Paid
PAY03045,O07522,Transfer,Paid
